Entidade;Campo;Tipo;Caminho Completo;Profundidade;Removido pelo filtro padrão
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status;TipoDeStatus;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.TipoDeStatus];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.TipoDeStatus;Nome;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.TipoDeStatus.Nome];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.TipoDeStatus;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.TipoDeStatus.ID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.TipoDeStatus;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.TipoDeStatus.ValidationResult];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status;EstadoDoStatus;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.EstadoDoStatus];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.EstadoDoStatus;Nome;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.EstadoDoStatus.Nome];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.EstadoDoStatus;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.EstadoDoStatus.ID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.EstadoDoStatus;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.EstadoDoStatus.ValidationResult];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.ID];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.ValidationResult];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.ValidationResult;IsOK;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.ValidationResult.IsOK];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.ValidationResult;MessageSuccess;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.Status.ValidationResult.MessageSuccess];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.ID];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.ValidationResult];5;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.ValidationResult;IsOK;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.ValidationResult.IsOK];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.ValidationResult.Erros;Length;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.ValidationResult.Erros.Length];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.ValidationResult;MessageSuccess;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PrePagamentoDeProtesto.ValidationResult.MessageSuccess];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.ID];4;Não
DadosDoItemPedido.DadosDoApontamento.Atos;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.ValidationResult];4;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.ValidationResult;IsOK;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.ValidationResult.IsOK];5;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.ValidationResult.Erros;Length;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.ValidationResult.Erros.Length];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.ValidationResult;MessageSuccess;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.ValidationResult.MessageSuccess];5;Sim
DadosDoItemPedido.DadosDoApontamento.Atos;PedidoDeControleDeOficio;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio];4;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;DataDoRecebimento;DateTime;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.DataDoRecebimento];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;RequeridoID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.RequeridoID];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;NumeroDoOficio;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.NumeroDoOficio];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;NumeroDoProcesso;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.NumeroDoProcesso];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;VaraJudicialID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.VaraJudicialID];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;FormaDeTratamentoID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.FormaDeTratamentoID];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;Destinatario;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Destinatario];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;TipoDeAtoID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.TipoDeAtoID];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;ModeloDeTextoID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.ModeloDeTextoID];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;UsuarioParaAssinaturaID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.UsuarioParaAssinaturaID];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;EmailParaResposta;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.EmailParaResposta];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;DataDaResposta;Nullable`1[[System.DateTime, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.DataDaResposta];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;TextoParaResposta;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.TextoParaResposta];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;Ordem;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Ordem];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;Ano;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Ano];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;ResponsavelPeloPagamento;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.ResponsavelPeloPagamento];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;PedidoDoAtoPraticadoID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.PedidoDoAtoPraticadoID];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;FormaDePagamento;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.FormaDePagamento];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;ApenasParaResposta;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.ApenasParaResposta];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;CodigoDeVeracidade;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.CodigoDeVeracidade];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;ClasseAssunto;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.ClasseAssunto];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;Observacao;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Observacao];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;BoletoID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.BoletoID];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;RecuperadoPeloJuridico;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.RecuperadoPeloJuridico];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;PublicidadePermitida;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.PublicidadePermitida];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;CategoriaDoOficio;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.CategoriaDoOficio];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;QualificacaoDeOficioID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.QualificacaoDeOficioID];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;TribunalID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.TribunalID];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;PagamentoViaCRA;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.PagamentoViaCRA];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;PedidoAnalisado;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.PedidoAnalisado];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;UltimoRegistroDeAnaliseID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.UltimoRegistroDeAnaliseID];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;NomeDoResponsavelPeloPagamento;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.NomeDoResponsavelPeloPagamento];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;ContatoDoResponsavelPeloPagamento;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.ContatoDoResponsavelPeloPagamento];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio;Requerido;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido];5;Não
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;PessoaID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.PessoaID];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;Data;DateTime;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Data];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;TipoDeParticipacaoID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.TipoDeParticipacaoID];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;QualificacaoID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.QualificacaoID];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;Nome;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Nome];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;NomeSocial;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.NomeSocial];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;Emails;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Emails];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;Telefones;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Telefones];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;Ativo;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Ativo];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;Profissao;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Profissao];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;TipoDoSegundoDocumento;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.TipoDoSegundoDocumento];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;NumeroDoSegundoDocumento;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.NumeroDoSegundoDocumento];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;Nacionalidade;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Nacionalidade];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;EstadoCivil;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.EstadoCivil];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;NomeDoPai;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.NomeDoPai];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;NomeDaMae;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.NomeDaMae];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;Pessoa;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa;TipoDeDocumento;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa.TipoDeDocumento];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa;NumeroDoDocumento;Int64;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa.NumeroDoDocumento];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa;NumeroDoDocumentoReduzido;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa.NumeroDoDocumentoReduzido];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa;Data;DateTime;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa.Data];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa;SuspenderPesquisa;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa.SuspenderPesquisa];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa.ID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Pessoa.ValidationResult];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;TipoDeParticipacao;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.TipoDeParticipacao];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.TipoDeParticipacao;Nome;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.TipoDeParticipacao.Nome];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.TipoDeParticipacao;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.TipoDeParticipacao.ID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.TipoDeParticipacao;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.TipoDeParticipacao.ValidationResult];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;Qualificacao;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Qualificacao];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Qualificacao;Nome;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Qualificacao.Nome];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Qualificacao;TipoDeParticipacaoID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Qualificacao.TipoDeParticipacaoID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Qualificacao;UsoInterno;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Qualificacao.UsoInterno];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Qualificacao;TipoDeParticipacao;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Qualificacao.TipoDeParticipacao];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Qualificacao;ID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Qualificacao.ID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Qualificacao;ValidationResult;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Qualificacao.ValidationResult];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido;TipoDoParticipanteSelo;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.TipoDoParticipanteSelo];6;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;ParticipanteID;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.ParticipanteID];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;Cep;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.Cep];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;Endereco;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.Endereco];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;NumeroDoEndereco;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.NumeroDoEndereco];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;Complemento;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.Complemento];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;Bairro;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.Bairro];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;Cidade;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.Cidade];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;Estado;String;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.Estado];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;Ordem;Int32;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.Ordem];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;AtivoNaReceitaFederal;Nullable`1[[System.Boolean, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.AtivoNaReceitaFederal];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;Participante;⚠ null (objeto);[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.Participante];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;EnviarIntimacoesParaOLog;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.EnviarIntimacoesParaOLog];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;IntimacaoGerada;Guid;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.IntimacaoGerada];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;CobrarIntimacao;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.CobrarIntimacao];7;Sim
DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos;EnderecoNegativoCenprot;Boolean;[Dados.DadosDoItemPedido.DadosDoApontamento.Atos.PedidoDeControleDeOficio.Requerido.Enderecos.EnderecoNegativoCenprot];7;Sim
